index,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,month,hour,day,year
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,January,14,Tuesday,2011
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,January,15,Tuesday,2011
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,January,16,Tuesday,2011
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,January,17,Tuesday,2011
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,January,18,Tuesday,2011
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,January,19,Tuesday,2011
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,January,20,Tuesday,2011
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,January,21,Tuesday,2011
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,January,22,Tuesday,2011
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,January,23,Tuesday,2011
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,January,0,Wednesday,2011
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,January,1,Wednesday,2011
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,January,2,Wednesday,2011
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,January,4,Wednesday,2011
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,January,5,Wednesday,2011
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,January,6,Wednesday,2011
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,January,7,Wednesday,2011
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,January,8,Wednesday,2011
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,January,9,Wednesday,2011
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,January,10,Wednesday,2011
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,January,11,Wednesday,2011
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,January,12,Wednesday,2011
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,January,13,Wednesday,2011
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,January,14,Wednesday,2011
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,January,15,Wednesday,2011
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,January,16,Wednesday,2011
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,January,17,Wednesday,2011
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,January,18,Wednesday,2011
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,January,19,Wednesday,2011
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,January,20,Wednesday,2011
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,January,21,Wednesday,2011
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,January,22,Wednesday,2011
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,January,23,Wednesday,2011
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,January,0,Thursday,2011
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,January,1,Thursday,2011
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,January,2,Thursday,2011
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,January,4,Thursday,2011
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,January,5,Thursday,2011
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,January,6,Thursday,2011
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,January,7,Thursday,2011
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,January,8,Thursday,2011
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,January,9,Thursday,2011
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,January,10,Thursday,2011
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,January,11,Thursday,2011
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,January,12,Thursday,2011
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,January,13,Thursday,2011
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,January,14,Thursday,2011
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,January,15,Thursday,2011
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,January,16,Thursday,2011
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,January,17,Thursday,2011
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,January,18,Thursday,2011
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,January,19,Thursday,2011
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,January,20,Thursday,2011
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,January,21,Thursday,2011
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,January,22,Thursday,2011
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,January,23,Thursday,2011
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,January,0,Friday,2011
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,January,1,Friday,2011
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,January,2,Friday,2011
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,January,4,Friday,2011
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,January,5,Friday,2011
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,January,6,Friday,2011
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,January,7,Friday,2011
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,January,8,Friday,2011
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,January,9,Friday,2011
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,January,10,Friday,2011
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,January,11,Friday,2011
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,January,12,Friday,2011
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,January,13,Friday,2011
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,January,14,Friday,2011
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,January,15,Friday,2011
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,January,16,Friday,2011
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,January,17,Friday,2011
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,January,18,Friday,2011
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,January,19,Friday,2011
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,January,20,Friday,2011
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,January,21,Friday,2011
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,January,22,Friday,2011
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,January,23,Friday,2011
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,January,0,Saturday,2011
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,January,1,Saturday,2011
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,January,2,Saturday,2011
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,January,3,Saturday,2011
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,January,4,Saturday,2011
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,January,5,Saturday,2011
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,January,6,Saturday,2011
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,January,7,Saturday,2011
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,January,8,Saturday,2011
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,January,9,Saturday,2011
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,January,10,Saturday,2011
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,January,11,Saturday,2011
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,January,12,Saturday,2011
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,January,13,Saturday,2011
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,January,14,Saturday,2011
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,January,15,Saturday,2011
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,January,16,Saturday,2011
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,January,17,Saturday,2011
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,January,18,Saturday,2011
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,January,19,Saturday,2011
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,January,20,Saturday,2011
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,January,21,Saturday,2011
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,January,22,Saturday,2011
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,January,23,Saturday,2011
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,January,0,Sunday,2011
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,January,1,Sunday,2011
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,January,2,Sunday,2011
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,January,3,Sunday,2011
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,January,4,Sunday,2011
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,January,5,Sunday,2011
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,January,6,Sunday,2011
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,January,7,Sunday,2011
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,January,8,Sunday,2011
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,January,9,Sunday,2011
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,January,10,Sunday,2011
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,January,11,Sunday,2011
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,January,12,Sunday,2011
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,January,13,Sunday,2011
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,January,14,Sunday,2011
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,January,15,Sunday,2011
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,January,16,Sunday,2011
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,January,17,Sunday,2011
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,January,18,Sunday,2011
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,January,19,Sunday,2011
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,January,20,Sunday,2011
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,January,21,Sunday,2011
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,January,22,Sunday,2011
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,January,23,Sunday,2011
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,January,0,Monday,2011
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,January,1,Monday,2011
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,January,2,Monday,2011
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,January,3,Monday,2011
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,January,4,Monday,2011
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,January,5,Monday,2011
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,January,6,Monday,2011
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,January,7,Monday,2011
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,January,8,Monday,2011
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,January,9,Monday,2011
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,January,10,Monday,2011
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30,January,11,Monday,2011
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52,January,12,Monday,2011
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54,January,13,Monday,2011
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47,January,14,Monday,2011
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45,January,15,Monday,2011
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74,January,16,Monday,2011
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178,January,17,Monday,2011
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155,January,18,Monday,2011
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95,January,19,Monday,2011
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74,January,20,Monday,2011
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38,January,21,Monday,2011
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24,January,22,Monday,2011
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18,January,23,Monday,2011
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12,January,0,Tuesday,2011
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3,January,1,Tuesday,2011
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3,January,2,Tuesday,2011
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6,January,5,Tuesday,2011
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27,January,6,Tuesday,2011
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2,97,99,January,7,Tuesday,2011
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217,January,8,Tuesday,2011
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130,January,9,Tuesday,2011
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54,January,10,Tuesday,2011
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35,January,11,Tuesday,2011
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57,January,12,Tuesday,2011
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52,January,13,Tuesday,2011
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63,January,14,Tuesday,2011
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47,January,15,Tuesday,2011
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76,January,16,Tuesday,2011
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136,January,17,Tuesday,2011
