index,soleil
290,29.55270273649499
291,28.848379638557137
292,25.047570172783313
293,18.659963703091705
294,10.346292715261278
295,0.9395101950644191
296,-10.123901995747792
297,-21.37736777273129
298,-32.95881813263418
299,-44.597717888733534
300,-55.89385471224887
301,-65.93469541117523
302,-72.09438372018177
303,-70.18948551227498
304,-61.83185702673559
305,-39.544124019625706
306,-27.884571152595935
307,-16.403043570785037
308,-5.358600439041551
309,5.119225976861175
310,14.238341841928996
311,21.82471208154907
312,27.195543307774834
313,29.7210496723555
314,29.034794064668187
315,25.241648555290027
316,18.853270774688216
317,10.533505269363172
318,1.1009326219935633
319,-9.948432772555659
320,-21.206835175677575
321,-32.790707392384704
322,-44.428166081769
323,-55.71689998028271
324,-65.74337764425346
325,-71.90365511273222
326,-70.06388972163498
327,-61.76690461390752
328,-51.02470621742147
329,-39.51506672789832
330,-27.854348673382823
331,-16.36510290867424
332,-5.307575967058486
333,5.186778251174633
334,14.330362245316952
335,21.944415571793957
336,27.34457369449883
337,29.8961939488663
338,29.22743474546585
339,25.44108566985776
340,19.05097715580691
341,10.724256087461423
342,1.2663498034714724
343,-9.77069041576535
344,-21.034364837141695
345,-32.62078127208045
346,-44.256649834058635
347,-55.53741926811332
348,-65.54825867158554
349,-71.70668040372149
350,-69.93008110825389
351,-61.69437137945879
352,-50.980144490739185
353,-39.47971229117762
354,-27.81801290075034
355,-16.321056526941103
356,-5.250333613553175
357,5.260624529460487
358,14.429006809437123
359,22.070969670457004
360,27.500536963408486
361,30.07806469535227
362,29.426216509525876
363,25.64578333607702
364,19.252976880282656
365,10.918438230586696
366,1.4356331796925301
367,-9.590771488151702
368,-20.860043519218763
369,-32.44911553088331
370,-44.0832339841671
371,-55.35547050821466
372,-65.34940881314901
373,-71.50358190780558
374,-69.78811652531645
375,-61.61422265707045
376,-50.928779262103156
377,-39.43801777893205
378,-27.775533998272326
379,-16.270889428609713
380,-5.186874000877769
381,5.3407568752687515
382,14.534244388609038
383,22.204328006999106
384,27.663373416832748
385,30.266589265949605
386,29.631052874093488
387,25.85564252248939
388,19.459163707140753
389,11.115945073043566
390,1.6086402338370098
391,-9.408770690202786
392,-20.68395552416337
393,-32.275782941239726
394,-43.90797992195526
395,-55.17110781972128
396,27.833021574399616
397,30.461693833706484
398,29.841856664343247
399,26.070563974904857
400,19.669431749756317
401,11.31667093373919
402,1.785220171011389
403,-9.224780253378734
404,-20.506182096310017
405,-32.10085269378033
406,-43.73094499453731
407,-54.98438091441417
408,-64.94077734869094
409,-71.07949163661038
410,-69.47998318022888
411,-50.8054640512846
412,-39.335459697826
413,-27.672048335366277
414,-16.152152670631498
415,-5.041323807737802
416,5.519832586910794
417,14.76435954453732
418,22.491260116814903
419,28.009418581741404
420,30.663304024770213
421,30.058540864442502
422,26.2904492480114
423,19.883676642283824
424,11.520512341599396
425,1.9652190964229819
426,-9.038888585550193
427,-20.326800046927335
428,-31.924389017069846
429,-43.55218113713375
430,-54.79533377745108
431,-61.953814602421104
432,-67.79764489137253
433,-66.73901591607815
434,-59.49916570393083
435,-38.03995261129695
436,-26.396833632523776
437,-14.788664982147674
438,-3.5033524314182345
439,7.2789724352938014
440,16.87147343184643
441,24.980307848864914
442,30.883165089816757
443,33.83910543026229
444,33.36917678172708
445,29.5555504048243
446,22.984502640190513
447,14.40959628470242
448,4.550795685521294
449,-6.483999201154721
450,-17.876991502676916
451,-29.513014465770834
452,-41.0872176379992
453,-52.139459322740336
454,-61.7020477403082
455,-67.51150591343513
456,-66.47951940929259
457,-59.298862978055226
458,-49.165704457060095
459,-37.89538162407375
460,-26.25600731928262
461,-14.6422602331561
462,-3.3439993370490106
463,7.455358793939242
464,17.075072422696646
465,25.21375960898784
466,31.145905155410436
467,34.12279086813799
468,33.65816164593536
469,29.834022225026576
470,23.24328293471769
471,14.646406098484906
472,4.763556374747167
473,-6.2797774135485245
474,-17.681907778777447
475,-29.32040975199648
476,-40.88820740576798
477,-51.92111528919887
478,-61.447411665357
479,-67.22110511196045
480,-66.21373440975741
481,-59.09149475545726
482,-37.74448995047886
483,-26.10919667059359
484,-14.490093913113443
485,-3.179013437702683
486,7.637344690732962
487,17.28424580017668
488,25.452792796432902
489,31.414132873156312
490,34.411584438768145
491,33.95146778920601
492,30.115765497195707
493,23.50432196518994
494,14.884699895256405
495,4.977596504149401
496,-6.074911186213058
497,-17.486250553491757
498,-29.12708641096106
499,-40.688086022370854
500,-51.70096375621553
501,-61.18995733590284
502,-66.92654773903251
503,-65.94180459263805
504,-58.87715243678401
505,-37.587318680258825
506,-25.9564448212877
507,-14.332216986167872
508,-3.008456190776187
509,7.8248613050936715
510,17.498910326185023
511,25.697314131527836
512,31.687747173072236
513,34.705376776851004
514,34.248975278905185
515,30.400652915474037
516,23.76749453571526
517,15.124363034125487
518,5.192792943627584
519,-5.869481795813114
520,-17.29008407253373
521,-28.933092969997013
522,-40.48688927010762
523,-51.47903572316123
524,-60.92973264072685
525,-66.62793667646572
526,-65.66387571704749
527,-58.65593489624658
528,-48.63961966653743
529,-37.42391633731273
530,-25.797801653050474
531,-14.168686534149264
532,-2.832394558874463
533,8.017834548866096
534,17.7189786181294
535,25.947227130641163
536,31.966644891299993
537,35.00405759393244
538,34.55056433529679
539,30.68855840254817
540,24.032677790454247
541,15.365284173186048
542,5.40902846278208
543,-5.6635660992093
544,-17.09346801416597
545,-28.738473473542193
546,-40.284648797856846
547,-51.25535876599109
548,-60.66678300868615
549,-66.32537276092938
550,-65.38009519802812
551,-58.42794780758337
552,-48.45101496445517
553,-37.254338307886705
554,-25.633323233874677
555,-13.999565212164654
556,-2.6509004960323757
557,8.216185539985503
558,17.944359540539683
559,26.202432394099663
560,32.250720920928295
561,35.30751566747601
562,34.856115155372606
563,30.979356796320868
564,24.29975079619133
565,15.607354772258253
566,5.626191035826272
567,-5.457237166809102
568,-16.896458168805882
569,-28.54326819864205
570,-40.08139286298418
571,-51.02995778164989
572,-60.40115206818933
573,-66.01895512029611
574,-65.0906116781338
575,-58.19330292311781
576,-48.255907258317336
577,-37.07864621273685
578,-25.46307121270027
579,-13.82492066592875
580,-2.4640503984772346
581,8.419831108419325
582,18.174958621681316
583,26.46282791870026
584,32.53986839281686
585,35.615638868291775
586,35.16550778567558
587,31.272923596300345
588,24.568594197427224
589,15.850468679976421
590,5.844173241719833
591,-5.250564807097276
592,-16.6991070041514
593,-28.347514250447247
594,-39.8771469457782
595,-50.80285559634161
596,-60.13288217186652
597,-65.70878142793792
598,-64.79557463353393
599,-57.952117416837524
600,-48.054377350872784
601,-36.89690736794696
602,-25.28711230501429
603,-13.644825040815252
604,-2.271924643721043
605,8.628684231677068
606,18.410678416054566
607,26.72830938305512
608,32.833978862076734
609,35.92831423335322
610,35.47862208038198
611,31.56913482858806
612,24.839090011508883
613,16.094521873975104
614,6.062871825944772
615,-5.0436159253225865
616,-16.501464055996394
617,-28.1512459799257
618,-39.671934186589525
619,-50.57407340228141
620,-59.862014765694546
621,-65.39494806733249
622,-64.49513401115486
623,-57.704513300525875
624,-36.70919433848162
625,-25.10551787382125
626,-13.459354582280247
627,-2.074607212443963
628,8.842654401677246
629,18.651418812145632
630,26.998770402669937
631,33.132942497794595
632,36.24542807758659
633,35.795337731499586
634,31.867867010604826
635,25.11112154493505
636,16.33941233271107
637,6.282187405769883
638,-4.836454738530453
639,-16.303576177287812
640,-27.954495259195294
641,-39.465775678272486
642,-50.34363104761395
643,-59.5885906256585
644,-65.07755022141421
645,-64.18943989580502
646,-47.63240226132708
647,-36.51558457848385
648,-24.918363602186844
649,-13.268589326574723
650,-1.8721853942966478
651,9.061647920103102
652,18.897077282728482
653,27.2741027475517
654,33.43664826384164
655,36.56686613346617
656,36.115534364854305
657,32.16899721220196
658,25.384573425771627
659,16.585040039868787
660,6.502024324724559
661,-4.6291428374228305
662,-16.10548762726391
663,-27.75729159420401
664,-39.258690596681134
665,-50.111547172127395
666,-59.31264995655387
667,-64.75668188766885
668,-63.878642217999015
669,-36.316160186022735
670,-24.72572928440801
671,-13.072612913498933
672,-1.6647496144765874
673,9.285568085039126
674,19.147549041446258
675,27.55419649528661
676,33.74498407208918
677,36.89251370798046
678,36.43909170024804
679,32.472403222304074
680,25.659331772351354
681,16.831307139578737
682,6.722290673931038
683,-4.421739081391122
684,-15.907239988755453
685,-27.559662063243334
686,-39.05069615903617
687,-49.877839177617474
688,-59.0342323555218
689,-64.43243582749908
690,-63.56289050283996
691,-56.924471613074346
692,-47.18584334717693
693,-36.11100777134571
694,-24.527698735509997
695,-12.87151251062182
696,-1.45239336321658
697,9.514315287058217
698,19.402727125074012
699,27.838940129432142
700,34.05783691350974
701,37.22225585559829
702,36.76588976272671
703,32.77796379265772
704,25.935284453907254
705,17.078118193695303
706,6.942898427376292
707,-4.214299388336108
708,-15.70887198719966
709,-27.361631161363032
710,-38.84180749210745
711,-49.642523114898644
712,-58.75337670050241
713,-64.10490346851009
714,-63.24233362275978
715,-56.65249339537203
716,-46.953601447619846
717,-24.32435970534231
718,-12.665378743140867
719,-1.235213124730136
720,9.747787113169162
721,19.662502491394488
722,28.128220665626028
723,34.37509302514203
724,37.55597759388065
725,37.09580914062764
726,33.08555892626464
727,26.21232138961562
728,17.325380468702406
729,7.163763607828056
730,-4.006876505084131
731,-15.510419286527373
732,-27.163220621936997
733,-38.63203747524315
734,-49.405613537496066
735,-58.470120991643725
736,-63.77417474275209
737,-62.917119488741484
738,-56.37476349039478
739,-46.715530198974186
740,-35.68388706113858
741,-24.115803727597683
742,-12.454305558704238
743,-1.01330824504882
744,9.985878510690942
745,19.926764184028688
746,28.421923850647023
747,34.69663814347642
748,37.89356422039253
749,37.42873135599289
750,33.39507028660534
751,26.49033497425664
752,17.57300435274262
753,7.384806597737149
754,-3.7995196322410836
755,-15.311914132760787
756,-26.96444907058322
757,-38.42139639810308
758,-49.16712315279551
759,-58.18450198557836
760,-63.44033775158327
761,-62.58739466345025
762,-46.471743872253775
763,-35.462113223714276
764,-23.902126071310647
765,-12.238390210203367
766,-0.18550995120576197
767,10.228481844848359
768,20.195399413349868
769,28.719934326204502
770,35.02235779696094
771,38.23490176891248
772,37.76453948254109
773,33.70638194543115
774,26.769220909394573
775,17.820904228804643
776,7.605952945036895
777,-3.5922735244197366
778,-15.113384445715127
779,-26.765331110658853
780,-38.2098910430177
781,-48.927061913140875
782,-57.89655433910626
783,-63.103478135771766
784,-55.80261918493841
785,-46.22236086234078
786,-35.235000486007074
787,-23.683426169943292
788,-12.017733732048907
789,0.006679323087716904
790,10.475486491885395
791,20.468293235603173
792,29.02213549399251
793,35.352137459843384
794,38.57987753763539
795,38.103119059099036
796,34.01938161747753
797,27.048879657340475
798,18.069000053544112
799,7.827134930936428
800,-3.385176796744638
801,-14.91485210326184
802,-26.565875602380732
803,-37.997522986606654
804,-48.68543539747005
805,-57.60630921429056
806,-62.763678230599034
807,-61.91499039739778
808,-55.508495872915255
809,-45.96750441616028
810,-35.00265790664904
811,-23.4598087534486
812,-11.792442121339526
813,0.20391666539380804
814,10.726777786853823
815,20.745327642199047
816,29.328408888722482
817,35.68586236213523
818,38.92838046745612
819,38.4443590563332
820,34.333962110774074
821,27.32921821451057
822,18.31721931430603
823,8.048293543111674
824,-3.178259836943806
825,-14.716330857480735
826,-26.366083618678044
827,-37.78428664819437
828,-48.44224304911533
829,-57.313792899229746
830,-62.421016434743905
831,-61.57259509907097
832,-55.20920403093298
833,-45.707303730899376
834,-34.76520128102219
835,-23.231385305591782
836,-11.562627830713634
837,0.4070671701426811
838,10.982235670103142
839,21.026380338961438
840,29.638633209922837
841,36.02341690813762
842,39.28030107038116
843,38.788152332865685
844,34.65002220423829
845,27.610151248696297
846,18.565498285309335
847,8.269379701629594
848,-2.9715435454230996
849,-14.517825140835248
850,-26.165947362181573
851,-37.57016837318587
852,-48.19747750650124
853,-57.01902651578982
854,-62.075567432274525
855,-61.22625809672789
856,-54.90489740820954
857,-45.441894670946176
858,-34.52275394266536
859,-22.998274897151113
860,-11.328410601724688
861,0.616580309894349
862,11.241733890054162
863,21.31132393715128
864,29.952683521477535
865,36.36468390884414
866,39.6355307239843
867,39.13439499274814
868,34.96746603434616
869,27.89160046048676
870,18.81378131543648
871,8.490353404314332
872,-2.765040284086541
873,-14.31933115613834
874,-25.96545140944027
875,-37.355147849638854
876,-47.95112619820893
877,-53.95362316993228
878,-58.4850496664339
879,-57.57688482044717
880,-51.620987717244
881,-42.53327938640542
882,-31.853084834780642
883,-20.437576846696437
884,-8.772199490545026
885,3.036523571033146
886,14.029610954138365
887,24.345309936938282
888,33.274762983071625
889,39.95448240623905
890,43.344752276716434
891,42.70754677216201
892,38.19597299954074
893,30.71660104888355
894,21.284096512716086
895,10.684906692509518
896,-0.12607474251715833
897,-12.335365238551226
898,-23.938965842210845
899,-35.153120983541655
900,-45.400587053960756
901,-53.636339670479906
902,-58.114363486167576
903,-57.19641235133347
904,-51.27195784852451
905,-42.22012563326724
906,-31.564479334262572
907,-20.161294411965365
908,-8.497897239068813
909,3.3050344717680202
910,14.324834875807035
911,24.664273620538317
912,33.62225249396222
913,40.32841687352721
914,43.728730266624666
915,43.07332493903434
916,38.52177240805228
917,30.99810000937323
918,21.52833281518887
919,10.901685439642401
920,0.042797258925813986
921,-12.137447100948092
922,-23.73437802649806
923,-34.92794814495399
924,-45.137316331154395
925,-53.31734077320156
926,-57.74194566400298
927,-56.813667888437735
928,-50.91979872320903
929,-41.90349931456677
930,-31.27247064182434
931,-19.881841393150044
932,-8.220695853790616
933,3.57726487457455
934,14.622527522778736
935,24.985539829836796
936,33.971992862305825
937,40.70456125960416
938,44.114591652169146
939,43.44015272575644
940,38.847648079021155
941,31.279035916150303
942,21.771774846556717
943,11.1177641648516
944,0.21241274692025752
945,-11.939701132762071
946,-23.52949931358133
947,-34.70194141614264
948,-44.87267875700484
949,-52.99668992142505
950,-57.36789294686342
951,-56.42878702839889
952,-50.56466644455217
953,-41.58354977337095
954,-30.977197133372144
955,-19.59934945035742
956,-7.940724670094795
957,3.852974093519902
958,14.922555307840963
959,25.308973614172945
960,34.32384986055355
961,41.08278724556052
962,44.502214431660036
963,43.807909986446774
964,39.17348951637661
965,31.559320281038236
966,22.01435886511401
967,11.333097712472284
968,0.38324320788691824
969,-11.742143761969709
970,-23.324342236074763
971,-34.47511768773675
972,-44.606707796795
973,-52.67445036072571
974,-56.99230145944299
975,-56.041904347327716
976,-50.20671719503659
977,-41.260427826326755
978,-30.67879926622153
979,-19.31395241069946
980,-7.658115043852597
981,4.131931821118714
982,15.224783137175246
983,25.634438800450223
984,34.6776884407169
985,41.462966344063574
986,44.891477270289926
987,44.17647802633126
988,39.49918861093633
989,31.838867764993605
990,22.25602452273068
991,11.547644300534378
992,0.5555097548328392
993,-11.544789209006789
994,-23.118917804411346
995,-34.24749310722996
996,-44.33943689090698
997,-52.35068548519651
998,-56.61526690151629
999,-55.65315337170692
1000,-49.84610693614513
1001,-40.93428532079545
1002,-19.02578578041207
1003,-7.372999874459108
1004,4.413917408348655
1005,15.529074826008376
1006,25.961798340035738
1007,35.033372981612835
1008,41.84497001384215
1009,45.28225946060126
1010,44.545739405683136
1011,39.824639318874986
1012,32.11759575174852
1013,22.49671435375777
1014,11.761364943581777
1015,0.7292678090531166
1016,-11.347650112569308
1017,-22.913236136128063
1018,-34.01908368418215
1019,-44.07089999148414
1020,-52.0254592451795
1021,-56.2368847741271
1022,-49.48299111069725
1023,-40.60527468071557
1024,-30.073199775810398
1025,-18.734986240117806
1026,-7.085513114062877
1027,4.698719167347924
1028,15.835293517615685
1029,26.290914661265628
1030,35.39076754179005
1031,42.228669780131824
1032,45.67444088946225
1033,44.91557775722506
1034,40.14973736407487
1035,32.39542395657416
1036,22.736373309561873
1037,11.97422292730496
1038,0.9044686978717558
1039,-11.150738082200476
1040,-22.707307000080732
1041,-33.789905805166676
1042,-43.801132007846306
1043,-51.69883647232037
1044,-55.85725055412458
1045,-54.870575288362815
1046,-49.11752438776549
1047,-40.27354851732398
1048,-29.766285123521566
1049,-18.44169120839877
1050,-6.795789344942568
1051,4.986133675409109
1052,16.143302047024193
1053,26.621649973361606
1054,35.74973608022945
1055,42.613937346438625
1056,46.067902024682496
1057,45.28587764965499
1058,40.47438000972158
1059,32.67227412108546
1060,22.97494839167367
1061,12.186183390407257
1062,1.081002396124839
1063,-10.954064142651541
1064,-22.501140253156354
1065,-33.55997663944235
1066,-43.53016914713948
1067,-51.37088311634531
1068,-55.47645981884729
1069,-54.47700982773387
1070,-48.74986045636346
1071,-39.939259305674454
1072,-29.456819266714636
1073,-18.146038485079288
1074,-6.503963433017902
1075,5.275965096241129
1076,16.452963241255862
1077,26.953866521463624
1078,36.11014264224149
1079,43.00064469048221
1080,46.46252391150107
1081,45.65652449049145
1082,40.79846589363286
1083,32.948069788066974
1084,23.212388373636184
1085,12.39721300554961
1086,1.2587261053021475
1087,-10.757639061425632
1088,-22.294746157883402
1089,-33.32931442899789
1090,-43.258049143406424
1091,-51.041666389416015
1092,-55.09460831916317
1093,-54.082099347200575
1094,-29.1449463802531
1095,-17.848165994075725
1096,-6.210170285850086
1097,5.568024495891127
1098,16.7641401205299
1099,27.287426754890017
1100,36.47185148386114
1101,43.38866413796645
1102,46.858188196700254
1103,46.02740451094487
1104,41.12189499246617
1105,33.22273623916478
1106,23.448643710751714
1107,12.607279860107372
1108,1.4374828472948722
1109,-10.561473458948948
1110,-22.0881354747367
1111,-33.097938549258
1112,-42.984811270630075
1113,-50.711254731138546
1114,-54.71179194617387
1115,-53.685971894376735
1116,-48.0085500254292
1117,-28.830810589214355
1118,-17.54821170465996
1119,-5.914544790077222
1120,5.862129080554551
1121,17.076695938036025
1122,27.622193357436373
1123,36.834727100512744
1124,43.777868407162394
1125,47.25477721751233
1126,46.398404911842306
1127,41.44456882163723
1128,33.49620071410087
1129,23.683666757714505
1130,12.81635366589367
1131,1.6171133685831633
1132,-10.365577574327364
1133,-21.881319215382888
1134,-32.86586924135717
1135,-42.710496050702176
1136,-50.37971752375981
1137,-54.328106547711144
1138,-53.28875435942195
1139,-47.635205088013805
1140,-38.92253206203313
1141,-28.514556056921997
1142,-17.24631375744777
1143,-5.617221962560327
1144,6.1581013227373385
1145,17.39049402879179
1146,27.958029122374008
1147,37.1986341530686
1148,44.168130629312834
1149,47.65217416690023
1150,46.76941418739334
1151,41.76639088354391
1152,33.76839291535729
1153,23.9174122880626
1154,13.024406272729461
1155,1.7974636458403919
1156,-10.169960727659555
1157,-21.674308097316054
1158,-32.633127063307086
1159,-42.4351447119013
1160,-50.04712461288432
1161,-53.94364763112021
1162,-47.2602661617749
1163,-38.57950724468934
1164,-28.19632720457975
1165,-16.942610728420604
1166,-5.3183372395591615
1167,6.455768037729289
1168,17.705397536602607
1169,28.294796721564033
1170,37.56343732090594
1171,44.55932434735753
1172,48.05026330464498
1173,47.14032255623774
1174,42.087267262222916
1175,34.03924567547945
1176,24.149838183126857
1177,13.231412353167695
1178,1.978389485900961
1179,-9.974630626126565
1180,-21.46711185178993
1181,-32.39973220367224
1182,-42.15879852874561
1183,-49.71354573956868
1184,-53.558510017574534
1185,-52.49155044895668
1186,-46.883881346636755
1187,-27.87626900074388
1188,-16.637241976459578
1189,-5.018026853811466
1190,6.754959448343484
1191,18.021269055823883
1192,28.632358401124996
1193,37.929001096744024
1194,44.95132348845369
1195,48.4489301934109
1196,47.51102247322785
1197,42.407107334278216
1198,34.30869576122809
1199,24.380906267181473
1200,13.437350244975494
1201,2.159759330105577
1202,-9.779592493169757
1203,-21.259738353263
1204,-32.1657036243799
1205,-41.881498005150284
1206,-49.37904985166487
1207,-53.17278742772782
1208,-52.09181149263407
1209,-37.8881896224749
1210,-27.554527397798292
1211,-16.3303481604276
1212,-4.716428399942697
1213,7.055508122146846
1214,18.337970075180152
1215,28.970575494609246
1216,38.29518944415627
1217,45.344002280177584
1218,48.84806200186398
1219,47.88140934148108
1220,42.72582478226507
1221,34.57668504171267
1222,24.610583547228742
1223,13.64220322061534
1224,2.3414562559463823
1225,-9.584847742273967
1226,-21.05219228758409
1227,-31.931057749721518
1228,-41.6032816437598
1229,-49.04370408599634
1230,-52.78657188107535
1231,-46.12736263482387
1232,-37.54019984858946
1233,-27.23125009681196
1234,-16.02207212695265
1235,-4.413681788787187
1236,7.3572475786627445
1237,18.65536004683523
1238,29.309307602955133
1239,38.661865204520446
1240,45.73723506847665
1241,49.2475479304655
1242,48.251382571621754
1243,43.04333910950444
1244,34.84316224091406
1245,24.838844080174198
1246,13.84596140787324
1247,2.523379875327178
1248,-9.390391998915108
1249,-20.844473192782317
1250,-31.695806569937755
1251,-41.324184203506356
1252,-48.70757236455208
1253,-52.39995288828569
1254,-51.29066743484118
1255,-45.74752221350803
1256,-37.190860343604605
1257,-26.906587637189133
1258,-15.712560155889749
1259,-4.109930572415589
1260,7.660010589687192
1261,18.97329511719764
1262,29.64841148456469
1263,39.02888929058921
1264,46.13089603780255
1265,49.64727969728002
1266,48.62084684587527
1267,43.35957743231862
1268,35.10808498030298
1269,25.06567110919257
1270,14.048623945264287
1271,2.705448018504372
1272,-9.196212968123385
1273,-20.636573392542424
1274,-31.459955696336095
1275,-41.044234975500224
1276,-48.37071406787948
1277,-52.01301673680635
1278,-50.889500868089236
1279,-45.366823791007775
1280,-26.580694396340515
1281,-15.401963074368036
1282,-3.8053231072448233
1283,7.963627700904671
1284,19.2916270368739
1285,29.98774009590636
1286,39.39611996526886
1287,46.52485890020787
1288,50.047151822082796
1289,48.989712971531205
1290,43.674475657892394
1291,35.37142104395373
1292,25.29105830483178
1293,14.250200151841966
